word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,source_check_decision,source_check_reason,pinned_tc_meaning,publish_level,level_status
製,せい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,-made; make,same-reading-different-writing|same-jmdict-entry,せい|姓|性|正|生|精|背,,せい,せい,N5,せい|製,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",make; manufacture; -made; made of ...; made in ...,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
損う,そこなう,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to harm, to hurt",same-reading-different-writing|same-jmdict-entry,損なう,,損なう,そこなう,N2,そこなう|害う|損う|損なう,yes,SINGLE_SOURCE,yes,no,yes,N1,no,after the -masu stem of a verb | io:irregular okurigana usage,suf:suffix|v5u:Godan verb with 'u' ending|vt:transitive verb,to harm; to hurt; to injure; to damage; to spoil; to mar,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
具わる,そなわる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to be furnished with,same-reading-different-writing|same-jmdict-entry,備わる,,備わる,そなわる,N2,そなわる|備わる|具わる,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v5r:Godan verb with 'ru' ending|vi:intransitive verb,to be furnished with; to be provided with; to be equipped with; to be possessed of; to be endowed with; to be gifted with,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
その外,そのほか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,besides; in addition; the rest,same-reading-different-writing|same-jmdict-entry,そのほか|その他,,そのほか|その他,そのほか,N2|N3,そのた|そのほか|その他|その外|其の他|其の外|其他,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,そのた is the more common reading when written,"adj-no:nouns which may take the genitive case particle 'no'|adv:adverb (fukushi)|exp:expressions (phrases, clauses, etc.)|n:noun (common) (futsuumeishi)",the rest; the others; in addition (to that); besides that; other than that; and other ...,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
其れ程,それほど,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to that degree; extent,same-reading-different-writing|same-jmdict-entry,それほど,,それほど,それほど,N3,それほど|それ程|其れ程|其程,yes,SINGLE_SOURCE,yes,yes,yes,N4,yes,uk:word usually written using kana alone,adv:adverb (fukushi),to that degree; to that extent; that much,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
尊い,たっとい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,precious; valuable; priceless,same-writing-different-reading|same-jmdict-entry,,とうとい,尊い,とうとい,N2,たっとい|とうとい|尊い|貴い,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-i:adjective (keiyoushi),precious; valuable; priceless; noble; exalted; sacred,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
貴い,たっとい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,precious; valuable; priceless,same-jmdict-entry,,,尊い,とうとい,N2,たっとい|とうとい|尊い|貴い,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-i:adjective (keiyoushi),precious; valuable; priceless; noble; exalted; sacred,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
尊ぶ,たっとぶ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to value; to prize; to esteem,same-writing-different-reading|same-jmdict-entry,,とうとぶ,尊ぶ,とうとぶ,N1,たっとぶ|とうとぶ|尊ぶ|尚ぶ|貴ぶ,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v5b:Godan verb with 'bu' ending|vt:transitive verb,to value; to prize; to esteem; to respect; to honour; to honor,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
掌,たなごころ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,the palm,same-writing-different-reading|same-jmdict-entry,,てのひら,手のひら|掌,てのひら,N1,しょう|たなごころ|てのひら|手のひら|手の平|掌,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),palm (of the hand),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
たれ,たれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,kana/loanword,adjectival suffix for a person,same-reading-different-writing|same-jmdict-entry,垂れ,,垂れ,たれ,N1,たれ|だれ|タレ|ダレ|垂|垂れ,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,comedian jargon | derog:derogatory | oft. ダレ in compounds | sl:slang | uk:word usually written using kana alone | used after a noun or na-adjective; also ったれ,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)","sauce (esp. soy or mirin-based dipping sauce); hanging; something hanging (flap, lappet, etc.); (kendo) loin guard; kanji radical enclosing the top-left corner of a character; woman",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,～鬼；～傢伙（帶貶義的人稱後綴）,N1,estimated-source-backed
第,だい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,ordinal,same-reading-different-writing,台|大|題,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,pref:prefix,prefix for forming ordinal numbers,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
だらけ,だらけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,kana/loanword,implying (negatively) that something is full of e.g. mistakes,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix","full of (e.g. mistakes); riddled with; covered all over with (blood, mud, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
近付く,ちかづく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to approach; to get near; to get acquainted with,same-reading-different-writing|same-jmdict-entry,近づく,,近づく,ちかづく,N2,ちかずく|ちかづく|近づく|近付く,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v5k:Godan verb with 'ku' ending|vi:intransitive verb,to approach; to draw near; to get close; to get acquainted with; to get closer to; to get to know,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
父母,ちちはは,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,father and mother; parents,same-writing-different-reading|same-jmdict-entry,,ふぼ,父母,ふぼ,N3,かぞいろ|かぞいろは|ちちはは|ててはは|ふぼ|ぶも|父母,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,n:noun (common) (futsuumeishi),father and mother; parents,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
昼間,ちゅうかん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,daytime; during the day,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,中間,ひるま,昼間,ひるま,N3,ちゅうかん|ひるま|昼間,yes,SINGLE_SOURCE,yes,yes,no,N4,yes,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),daytime; during the day; time from sunrise until sunset; diurnal period,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
中指,ちゅうし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,middle finger,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,中止,なかゆび,中指,なかゆび,N3,ちゅうし|なかゆび|中指,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,n:noun (common) (futsuumeishi),middle finger; long finger; second finger; tall finger; middle toe; third toe,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
仲人,ちゅうにん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,go-between; matchmaker,same-writing-different-reading|same-jmdict-entry,,なこうど,仲人,なこうど,N1,ちゅうにん|なこうど|仲人|媒|媒人,yes,SINGLE_SOURCE,yes,yes,no,N1,no,esp. ちゅうにん | esp. なこうど,n:noun (common) (futsuumeishi),matchmaker; go-between; intermediary; middleman; mediator; intercessor,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
昼飯,ちゅうはん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,lunch; midday meal,same-writing-different-reading|same-jmdict-entry,,ひるめし,昼飯,ひるめし,N1,ちゅうはん|ひるはん|ひるめし|昼めし|昼メシ|昼飯,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),lunch; midday meal,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
長大,ちょうだい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,very long; great length,same-reading-different-writing,頂戴,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi),long and large; tall and large; grand; huge,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
